run_id,source_file,source_row,version,attack_name,model_id,dataset_name,seed,num_clients,clients_per_round,federated_rounds,local_epochs,max_length,threshold,gradient_threshold,ldp_mechanism,rag_enabled,n,members,nonmembers,tp,fn,fp,tn,tpr,fpr,balanced_accuracy,advantage,auc,constant_prediction,unique_scores
16ac43a8590d5b77,2-firexport_basic_1789247966014.csv,21,legacy,neighborhood,distilgpt2,squad,101,2,2,1,1,64,0.02,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.6666666666666666,True,6
16b35ad50ca20c3e,2-firexport_basic_1789247966014.csv,22,legacy,zlib,distilgpt2,squad,7,8,8,1,1,64,-0.0058,,,False,6,3,3,1,2,1,2,0.3333333333333333,0.3333333333333333,0.5,0.0,0.6666666666666666,False,6
16f38fbb51f4e828,2-firexport_basic_1789247966014.csv,23,legacy,recall,distilgpt2,squad,7,2,2,1,4,64,1.05,,,False,6,3,3,3,0,2,1,1.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.7777777777777778,False,6
179d510029a169c1,2-firexport_basic_1789247966014.csv,24,legacy,wbc,distilgpt2,financial_phrasebank,7,2,2,1,1,64,0.75,,,False,6,3,3,3,0,1,2,1.0,0.3333333333333333,0.8333333333333333,0.6666666666666667,1.0,False,6
1a20f99d63af6ff2,2-firexport_basic_1789247966014.csv,25,legacy,spv_mia,distilgpt2,squad,7,8,8,1,1,64,0,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.7777777777777778,True,6
1d8c20434a7879c7f6ac771d,2-firexport_basic_1789247966014.csv,27,legacy,amia,distilgpt2,squad,11,2,2,1,1,64,,1e-08,,False,6,3,3,3,0,0,3,1.0,0.0,1.0,1.0,1.0,False,2
1df9670e9205e72c,2-firexport_basic_1789247966014.csv,28,legacy,samia,distilgpt2,trivia_qa,7,2,2,1,1,64,0.5,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.5555555555555556,True,6
1fb7d01bcddb94ea,2-firexport_basic_1789247966014.csv,29,legacy,reference,distilgpt2,squad,42,2,2,1,1,64,0.25,,,False,6,3,3,2,1,0,3,0.6666666666666666,0.0,0.8333333333333333,0.6666666666666666,0.8888888888888888,False,6
1fd9c34f04de46c8,2-firexport_basic_1789247966014.csv,30,legacy,recall,distilgpt2,hotpot_qa,7,2,2,1,1,64,1.05,,,False,6,3,3,2,1,1,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,False,6
208e599e77e0bfd7,2-firexport_basic_1789247966014.csv,31,legacy,samia,distilgpt2,squad,7,8,8,1,1,64,0.5,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.5555555555555556,True,3
20f5e4fa67138559,2-firexport_basic_1789247966014.csv,32,legacy,recall,distilgpt2,squad,42,2,2,1,1,64,1.05,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.7777777777777778,True,6
2243686f5d8dab70,2-firexport_basic_1789247966014.csv,34,legacy,recall,distilgpt2,squad,7,2,2,4,1,64,1.05,,,False,6,3,3,3,0,2,1,1.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,False,6
281526aa22863541,2-firexport_basic_1789247966014.csv,35,legacy,reference,distilgpt2,nq_open,7,2,2,1,1,64,0.25,,,False,6,3,3,3,0,0,3,1.0,0.0,1.0,1.0,1.0,False,6
28a5aec0fb1e81f3,2-firexport_basic_1789247966014.csv,36,legacy,recall,distilgpt2,squad,11,2,2,1,1,64,1.05,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.7777777777777778,True,6
2955a5d2d66a1ab9,2-firexport_basic_1789247966014.csv,37,legacy,min_k_plus_plus,distilgpt2,corporate_enron,7,2,2,1,1,64,-3.25,,,False,6,3,3,3,0,2,1,1.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.7777777777777778,False,6
2984aad579d0a8a6,2-firexport_basic_1789247966014.csv,38,legacy,min_k,distilgpt2,squad,7,2,2,2,1,64,-4.08,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.7777777777777778,True,6
29c7d47ee1f0c9c3,2-firexport_basic_1789247966014.csv,39,legacy,wbc,distilgpt2,medical_medquad,7,2,2,1,1,64,0.75,,,False,6,3,3,3,0,2,1,1.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,1.0,False,6
2bcab4242cf11020,2-firexport_basic_1789247966014.csv,41,legacy,neighborhood,distilgpt2,squad,11,2,2,1,1,64,0.02,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.7777777777777778,True,6
2d469e2f9d26f05e,2-firexport_basic_1789247966014.csv,42,legacy,min_k,distilgpt2,squad,7,2,2,1,1,256,-4.08,,,False,6,3,3,0,3,0,3,0.0,0.0,0.5,0.0,0.6666666666666666,True,6
2d8874bb1c79082a,2-firexport_basic_1789247966014.csv,43,legacy,neighborhood,distilgpt2,squad,7,8,8,1,1,64,0.02,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.6666666666666666,True,6
2dad5a7588c051bb,2-firexport_basic_1789247966014.csv,44,legacy,recall,distilgpt2,squad,101,2,2,1,1,64,1.05,,,False,6,3,3,3,0,3,0,1.0,1.0,0.5,0.0,0.6666666666666666,True,6
300ed6c5048eb35a,2-firexport_basic_1789247966014.csv,45,legacy,wbc,distilgpt2,trivia_qa,7,2,2,1,1,64,0.75,,,False,6,3,3,3,0,2,1,1.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.7777777777777778,False,5
